Label;Text
negative;I cannot make calls at certain places.
negative;I can't believe there's even a sequel to this!  
negative;I can't give it a favorable rating at this time
negative;I can't see how this movie can be an inspiration to anyone to come out or overcome fear and rejection.  
negative;I can't tell you how disappointed I was.
negative;I can't use this case because the smell is disgusting.
positive;I can't wait to go back.
negative;I certainly do not mean this distinction in a good way.  
negative;I checked everywhere and there is no feature for it which is really disappointing.
negative;I checked out this place a couple years ago and was not impressed.
positive;I connected my wife's bluetooth,(Motorola HS850) to my phone and it worked like a charm whether the phone was in my pocket or the case.
negative;I consider this a VERY bad start.
negative;I consider this theft.
negative;I contacted the company and they told me that, although the unit was still under warranty, if I couldn't produce my receipt I was out of luck.
negative;I could barely stomach the meal.
positive;I could care less... The interior is just beautiful.
negative;I could not recommend these more.
negative;I could not stand to even watch it for very long for fear of losing I.Q.  
negative;I could not understand, what kind of idiot would produce this mess in the first place not to mention several season.  
neutral;I couldn't finish it .
negative;I couldn't take them seriously.  
positive;I couldn't think of a better way to end the film, but a smile on my face, great way to wrap up an amazing film and trilogy!  
negative;I did not bother contacting the company for few dollar product but I learned the lesson that I should not have bought this form online anyway.
positive;I did not have any problem with this item and would order it again if needed.
negative;I didn't enjoy this.
positive;I didn't realize how wonderful the short really is until the last two scenes.  
negative;I didn't want the clip going over the top of my ear, causing discomfort.
positive;I do think Tom Hanks is a good actor.  
negative;I does not maintain a connection with the computer while it is on my lap.
positive;I don't know exactly what it is about this movie, but we latched on to this endearing movie and it has become a special part of our family's memories.  
negative;I don't know what happened in Season Five, what a mess.  
negative;I don't know what the big deal is about this place, but I won't be back.
negative;I don't like this Nokia either.
neutral;I don't mind having to wait a bit for coffee - i understand that quality takes time .
negative;I don't recommend unless your car breaks down in front of it and you are starving.
negative;I dont think I will be back for a very long time.
negative;I don't think it would hold it too securly on your belt.
negative;I don't think I've ever gone to a movie and disliked it as much.  
negative;I don't think I've ever seen a movie half as boring as this self-indulgent piece of junk.  
negative;I don't think there are any redeeming qualities in this remake.  
negative;I don't think we'll be going back anytime soon.
positive;I don't think you will be disappointed.  
negative;I don't understand how this garbage got on the shelves of the movie store, it's not even a real movie!  
negative;I dressed up to be treated so rudely!
positive;I enjoyed it.  
positive;I enjoyed reading this book to my children when they were little.  
positive;"I especially liked the non-cliche choices with the parents; in other movies, I could predict the dialog verbatim, but the writing in this movie made better selections.  "
positive;I especially love the long battery life.
positive;I even dropped this phone into a stream and it was submerged for 15 seconds and it still works great!
positive;I exchanged the sony ericson z500a for this and I'm pretty happy with that decision.
negative;I fast forwarded the remaining film to see if there was anything left watchable for a human being with a brain... but there wasn't.  
negative;I felt as though her going to Ireland did absolutely nothing whatsoever.  
negative;I felt asleep the first time I watched it, so I can recommend it for insomniacs.  
negative;i felt insulted and disrespected, how could you talk and judge another human being like that?
negative;I find this inexcusable and so will probably be returning this phone and perhaps changing carriers.
negative;I find wasting food to be despicable, but this just wasn't food.
negative;I found a six inch long piece of wire in my salsa.
negative;I found Kabuki to be over-priced, over-hip and under-services.
positive;I found the product to be easy to set up and use.
positive;I found this move beautiful, enjoyable, and uplifting.  
